SchoolName,Year,Category,Phase,Count
Raffles Girls’ Primary School - Girls only,2009,Taken,Phase 1,84
Raffles Girls’ Primary School - Girls only,2010,Taken,Phase 1,90
Raffles Girls’ Primary School - Girls only,2011,Taken,Phase 1,85
Raffles Girls’ Primary School - Girls only,2012,Taken,Phase 1,90
Raffles Girls’ Primary School - Girls only,2013,Taken,Phase 1,98
Raffles Girls’ Primary School - Girls only,2014,Taken,Phase 1,69
Raffles Girls’ Primary School - Girls only,2015,Taken,Phase 1,97
Raffles Girls’ Primary School - Girls only,2016,Taken,Phase 1,74
Raffles Girls’ Primary School - Girls only,2017,Taken,Phase 1,73
Raffles Girls’ Primary School - Girls only,2018,Taken,Phase 1,64
Raffles Girls’ Primary School - Girls only,2019,Vacancy,Phase 1,230
Raffles Girls’ Primary School - Girls only,2019,Applied,Phase 1,63
Raffles Girls’ Primary School - Girls only,2019,Taken,Phase 1,63
Raffles Girls’ Primary School - Girls only,2020,Vacancy,Phase 1,230
Raffles Girls’ Primary School - Girls only,2020,Applied,Phase 1,89
Raffles Girls’ Primary School - Girls only,2020,Taken,Phase 1,89
Raffles Girls’ Primary School - Girls only,2021,Vacancy,Phase 1,230
Raffles Girls’ Primary School - Girls only,2021,Applied,Phase 1,64
Raffles Girls’ Primary School - Girls only,2021,Taken,Phase 1,64
Raffles Girls’ Primary School - Girls only,2009,Taken,2A(1),29
Raffles Girls’ Primary School - Girls only,2010,Taken,2A(1),30
Raffles Girls’ Primary School - Girls only,2011,Taken,2A(1),36
Raffles Girls’ Primary School - Girls only,2012,Taken,2A(1),42
Raffles Girls’ Primary School - Girls only,2013,Taken,2A(1),34
Raffles Girls’ Primary School - Girls only,2014,Taken,2A(1),40
Raffles Girls’ Primary School - Girls only,2015,Taken,2A(1),31
Raffles Girls’ Primary School - Girls only,2016,Taken,2A(1),50
Raffles Girls’ Primary School - Girls only,2017,Taken,2A(1),35
Raffles Girls’ Primary School - Girls only,2018,Taken,2A(1),40
Raffles Girls’ Primary School - Girls only,2019,Vacancy,2A(1),167
Raffles Girls’ Primary School - Girls only,2019,Applied,2A(1),39
Raffles Girls’ Primary School - Girls only,2019,Taken,2A(1),39
Raffles Girls’ Primary School - Girls only,2020,Vacancy,2A(1),141
Raffles Girls’ Primary School - Girls only,2020,Applied,2A(1),48
Raffles Girls’ Primary School - Girls only,2020,Taken,2A(1),48
Raffles Girls’ Primary School - Girls only,2021,Vacancy,2A(1),166
Raffles Girls’ Primary School - Girls only,2021,Applied,2A(1),45
Raffles Girls’ Primary School - Girls only,2021,Taken,2A(1),45
Raffles Girls’ Primary School - Girls only,2009,Taken,2A(2),54
Raffles Girls’ Primary School - Girls only,2010,Taken,2A(2),57
Raffles Girls’ Primary School - Girls only,2011,Taken,2A(2),66
Raffles Girls’ Primary School - Girls only,2012,Taken,2A(2),54
Raffles Girls’ Primary School - Girls only,2013,Taken,2A(2),54
Raffles Girls’ Primary School - Girls only,2014,Taken,2A(2),38
Raffles Girls’ Primary School - Girls only,2015,Taken,2A(2),38
Raffles Girls’ Primary School - Girls only,2016,Taken,2A(2),22
Raffles Girls’ Primary School - Girls only,2017,Taken,2A(2),28
Raffles Girls’ Primary School - Girls only,2018,Taken,2A(2),26
Raffles Girls’ Primary School - Girls only,2019,Vacancy,2A(2),130
Raffles Girls’ Primary School - Girls only,2019,Applied,2A(2),23
Raffles Girls’ Primary School - Girls only,2019,Taken,2A(2),23
Raffles Girls’ Primary School - Girls only,2020,Vacancy,2A(2),93
Raffles Girls’ Primary School - Girls only,2020,Applied,2A(2),29
Raffles Girls’ Primary School - Girls only,2020,Taken,2A(2),29
Raffles Girls’ Primary School - Girls only,2021,Vacancy,2A(2),121
Raffles Girls’ Primary School - Girls only,2021,Applied,2A(2),26
Raffles Girls’ Primary School - Girls only,2021,Taken,2A(2),26
Raffles Girls’ Primary School - Girls only,2009,Vacancy,2B,67.0
Raffles Girls’ Primary School - Girls only,2009,Applied,2B,47.0
Raffles Girls’ Primary School - Girls only,2009,Taken,2B,47.0
Raffles Girls’ Primary School - Girls only,2010,Vacancy,2B,60.0
Raffles Girls’ Primary School - Girls only,2010,Applied,2B,62.0
Raffles Girls’ Primary School - Girls only,2010,Taken,2B,62.0
Raffles Girls’ Primary School - Girls only,2011,Vacancy,2B,42.0
Raffles Girls’ Primary School - Girls only,2011,Applied,2B,49.0
Raffles Girls’ Primary School - Girls only,2011,Taken,2B,41.0
Raffles Girls’ Primary School - Girls only,2012,Vacancy,2B,42.0
Raffles Girls’ Primary School - Girls only,2012,Applied,2B,42.0
Raffles Girls’ Primary School - Girls only,2012,Taken,2B,42.0
Raffles Girls’ Primary School - Girls only,2013,Vacancy,2B,42.0
Raffles Girls’ Primary School - Girls only,2013,Applied,2B,26.0
Raffles Girls’ Primary School - Girls only,2013,Taken,2B,26.0
Raffles Girls’ Primary School - Girls only,2014,Vacancy,2B,62.0
Raffles Girls’ Primary School - Girls only,2014,Applied,2B,21.0
Raffles Girls’ Primary School - Girls only,2014,Taken,2B,21.0
Raffles Girls’ Primary School - Girls only,2015,Vacancy,2B,52.0
Raffles Girls’ Primary School - Girls only,2015,Applied,2B,20.0
Raffles Girls’ Primary School - Girls only,2015,Taken,2B,14.0
Raffles Girls’ Primary School - Girls only,2016,Vacancy,2B,62.0
Raffles Girls’ Primary School - Girls only,2016,Applied,2B,22.0
Raffles Girls’ Primary School - Girls only,2016,Taken,2B,17.0
Raffles Girls’ Primary School - Girls only,2017,Vacancy,2B,67.0
Raffles Girls’ Primary School - Girls only,2017,Applied,2B,25.0
Raffles Girls’ Primary School - Girls only,2017,Taken,2B,23.0
Raffles Girls’ Primary School - Girls only,2018,Vacancy,2B,70.0
Raffles Girls’ Primary School - Girls only,2018,Applied,2B,26.0
Raffles Girls’ Primary School - Girls only,2018,Taken,2B,26.0
Raffles Girls’ Primary School - Girls only,2019,Vacancy,2B,74.0
Raffles Girls’ Primary School - Girls only,2019,Applied,2B,24.0
Raffles Girls’ Primary School - Girls only,2019,Taken,2B,24.0
Raffles Girls’ Primary School - Girls only,2020,Vacancy,2B,52.0
Raffles Girls’ Primary School - Girls only,2020,Applied,2B,28.0
Raffles Girls’ Primary School - Girls only,2020,Taken,2B,28.0
Raffles Girls’ Primary School - Girls only,2021,Vacancy,2B,68.0
Raffles Girls’ Primary School - Girls only,2021,Applied,2B,39.0
Raffles Girls’ Primary School - Girls only,2021,Taken,2B,39.0
Raffles Girls’ Primary School - Girls only,2009,Vacancy,2C,86
Raffles Girls’ Primary School - Girls only,2009,Applied,2C,140
Raffles Girls’ Primary School - Girls only,2009,Taken,2C,86
Raffles Girls’ Primary School - Girls only,2010,Vacancy,2C,61
Raffles Girls’ Primary School - Girls only,2010,Applied,2C,76
Raffles Girls’ Primary School - Girls only,2010,Taken,2C,61
Raffles Girls’ Primary School - Girls only,2011,Vacancy,2C,42
Raffles Girls’ Primary School - Girls only,2011,Applied,2C,46
Raffles Girls’ Primary School - Girls only,2011,Taken,2C,42
Raffles Girls’ Primary School - Girls only,2012,Vacancy,2C,42
Raffles Girls’ Primary School - Girls only,2012,Applied,2C,46
Raffles Girls’ Primary School - Girls only,2012,Taken,2C,42
Raffles Girls’ Primary School - Girls only,2013,Vacancy,2C,58
Raffles Girls’ Primary School - Girls only,2013,Applied,2C,69
Raffles Girls’ Primary School - Girls only,2013,Taken,2C,58
Raffles Girls’ Primary School - Girls only,2014,Vacancy,2C,102
Raffles Girls’ Primary School - Girls only,2014,Applied,2C,143
Raffles Girls’ Primary School - Girls only,2014,Taken,2C,102
Raffles Girls’ Primary School - Girls only,2015,Vacancy,2C,90
Raffles Girls’ Primary School - Girls only,2015,Applied,2C,114
Raffles Girls’ Primary School - Girls only,2015,Taken,2C,90
Raffles Girls’ Primary School - Girls only,2016,Vacancy,2C,107
Raffles Girls’ Primary School - Girls only,2016,Applied,2C,135
Raffles Girls’ Primary School - Girls only,2016,Taken,2C,107
Raffles Girls’ Primary School - Girls only,2017,Vacancy,2C,111
Raffles Girls’ Primary School - Girls only,2017,Applied,2C,142
Raffles Girls’ Primary School - Girls only,2017,Taken,2C,111
Raffles Girls’ Primary School - Girls only,2018,Vacancy,2C,114
Raffles Girls’ Primary School - Girls only,2018,Applied,2C,164
Raffles Girls’ Primary School - Girls only,2018,Taken,2C,114
Raffles Girls’ Primary School - Girls only,2019,Vacancy,2C,123
Raffles Girls’ Primary School - Girls only,2019,Applied,2C,172
Raffles Girls’ Primary School - Girls only,2019,Taken,2C,123
Raffles Girls’ Primary School - Girls only,2020,Vacancy,2C,77
Raffles Girls’ Primary School - Girls only,2020,Applied,2C,176
Raffles Girls’ Primary School - Girls only,2020,Taken,2C,77
Raffles Girls’ Primary School - Girls only,2021,Vacancy,2C,97
Raffles Girls’ Primary School - Girls only,2021,Applied,2C,116
Raffles Girls’ Primary School - Girls only,2021,Taken,2C,97
Gan Eng Seng Primary School,2009,Taken,Phase 1,75
Gan Eng Seng Primary School,2010,Taken,Phase 1,74
Gan Eng Seng Primary School,2011,Taken,Phase 1,91
Gan Eng Seng Primary School,2012,Taken,Phase 1,98
Gan Eng Seng Primary School,2013,Taken,Phase 1,98
Gan Eng Seng Primary School,2014,Taken,Phase 1,79
Gan Eng Seng Primary School,2015,Taken,Phase 1,80
Gan Eng Seng Primary School,2016,Taken,Phase 1,71
Gan Eng Seng Primary School,2017,Taken,Phase 1,67
Gan Eng Seng Primary School,2018,Taken,Phase 1,73
Gan Eng Seng Primary School,2019,Vacancy,Phase 1,140
Gan Eng Seng Primary School,2019,Applied,Phase 1,43
Gan Eng Seng Primary School,2019,Taken,Phase 1,43
Gan Eng Seng Primary School,2020,Vacancy,Phase 1,170
Gan Eng Seng Primary School,2020,Applied,Phase 1,58
Gan Eng Seng Primary School,2020,Taken,Phase 1,58
Gan Eng Seng Primary School,2021,Vacancy,Phase 1,170
Gan Eng Seng Primary School,2021,Applied,Phase 1,40
Gan Eng Seng Primary School,2021,Taken,Phase 1,40
Gan Eng Seng Primary School,2010,Taken,2A(1),1
Gan Eng Seng Primary School,2013,Taken,2A(1),1
Gan Eng Seng Primary School,2019,Vacancy,2A(1),97
Gan Eng Seng Primary School,2020,Vacancy,2A(1),112
Gan Eng Seng Primary School,2021,Vacancy,2A(1),130
Gan Eng Seng Primary School,2009,Taken,2A(2),14
Gan Eng Seng Primary School,2010,Taken,2A(2),10
Gan Eng Seng Primary School,2011,Taken,2A(2),9
Gan Eng Seng Primary School,2012,Taken,2A(2),15
Gan Eng Seng Primary School,2013,Taken,2A(2),12
Gan Eng Seng Primary School,2014,Taken,2A(2),6
Gan Eng Seng Primary School,2015,Taken,2A(2),8
Gan Eng Seng Primary School,2016,Taken,2A(2),7
Gan Eng Seng Primary School,2017,Taken,2A(2),6
Gan Eng Seng Primary School,2018,Taken,2A(2),7
Gan Eng Seng Primary School,2019,Vacancy,2A(2),97
Gan Eng Seng Primary School,2019,Applied,2A(2),5
Gan Eng Seng Primary School,2019,Taken,2A(2),5
Gan Eng Seng Primary School,2020,Vacancy,2A(2),112
Gan Eng Seng Primary School,2020,Applied,2A(2),2
Gan Eng Seng Primary School,2020,Taken,2A(2),2
Gan Eng Seng Primary School,2021,Vacancy,2A(2),130
Gan Eng Seng Primary School,2021,Applied,2A(2),4
Gan Eng Seng Primary School,2021,Taken,2A(2),4
Gan Eng Seng Primary School,2009,Vacancy,2B,76.0
Gan Eng Seng Primary School,2010,Vacancy,2B,78.0
Gan Eng Seng Primary School,2011,Vacancy,2B,70.0
Gan Eng Seng Primary School,2011,Applied,2B,2.0
Gan Eng Seng Primary School,2011,Taken,2B,2.0
Gan Eng Seng Primary School,2012,Vacancy,2B,64.0
Gan Eng Seng Primary School,2012,Applied,2B,1.0
Gan Eng Seng Primary School,2012,Taken,2B,1.0
Gan Eng Seng Primary School,2013,Vacancy,2B,65.0
Gan Eng Seng Primary School,2013,Applied,2B,2.0
Gan Eng Seng Primary School,2013,Taken,2B,2.0
Gan Eng Seng Primary School,2014,Vacancy,2B,78.0
Gan Eng Seng Primary School,2015,Vacancy,2B,61.0
Gan Eng Seng Primary School,2016,Vacancy,2B,66.0
Gan Eng Seng Primary School,2017,Vacancy,2B,54.0
Gan Eng Seng Primary School,2017,Applied,2B,1.0
Gan Eng Seng Primary School,2018,Vacancy,2B,50.0
Gan Eng Seng Primary School,2019,Vacancy,2B,66.0
Gan Eng Seng Primary School,2020,Vacancy,2B,75.0
Gan Eng Seng Primary School,2021,Vacancy,2B,83.0
Gan Eng Seng Primary School,2009,Vacancy,2C,153.0
Gan Eng Seng Primary School,2009,Applied,2C,113.0
Gan Eng Seng Primary School,2009,Taken,2C,113.0
Gan Eng Seng Primary School,2010,Vacancy,2C,155.0
Gan Eng Seng Primary School,2010,Applied,2C,110.0
Gan Eng Seng Primary School,2010,Taken,2C,110.0
Gan Eng Seng Primary School,2011,Vacancy,2C,140.0
Gan Eng Seng Primary School,2011,Applied,2C,100.0
Gan Eng Seng Primary School,2011,Taken,2C,100.0
Gan Eng Seng Primary School,2012,Vacancy,2C,126.0
Gan Eng Seng Primary School,2012,Applied,2C,144.0
Gan Eng Seng Primary School,2012,Taken,2C,126.0
Gan Eng Seng Primary School,2013,Vacancy,2C,127.0
Gan Eng Seng Primary School,2013,Applied,2C,95.0
Gan Eng Seng Primary School,2013,Taken,2C,95.0
Gan Eng Seng Primary School,2014,Vacancy,2C,156.0
Gan Eng Seng Primary School,2014,Applied,2C,80.0
Gan Eng Seng Primary School,2014,Taken,2C,78.0
Gan Eng Seng Primary School,2015,Vacancy,2C,123.0
Gan Eng Seng Primary School,2015,Applied,2C,74.0
Gan Eng Seng Primary School,2015,Taken,2C,74.0
Gan Eng Seng Primary School,2016,Vacancy,2C,133.0
Gan Eng Seng Primary School,2016,Applied,2C,55.0
Gan Eng Seng Primary School,2016,Taken,2C,54.0
Gan Eng Seng Primary School,2017,Vacancy,2C,107.0
Gan Eng Seng Primary School,2017,Applied,2C,39.0
Gan Eng Seng Primary School,2017,Taken,2C,39.0
Gan Eng Seng Primary School,2018,Vacancy,2C,100.0
Gan Eng Seng Primary School,2018,Applied,2C,44.0
Gan Eng Seng Primary School,2018,Taken,2C,44.0
Gan Eng Seng Primary School,2019,Vacancy,2C,132.0
Gan Eng Seng Primary School,2019,Applied,2C,36.0
Gan Eng Seng Primary School,2019,Taken,2C,36.0
Gan Eng Seng Primary School,2020,Vacancy,2C,152.0
Gan Eng Seng Primary School,2020,Applied,2C,45.0
Gan Eng Seng Primary School,2020,Taken,2C,45.0
Gan Eng Seng Primary School,2021,Vacancy,2C,167.0
Gan Eng Seng Primary School,2021,Applied,2C,29.0
Gan Eng Seng Primary School,2021,Taken,2C,29.0
Gan Eng Seng Primary School,2009,Vacancy,2C(S),40.0
Gan Eng Seng Primary School,2009,Applied,2C(S),58.0
Gan Eng Seng Primary School,2009,Taken,2C(S),40.0
Gan Eng Seng Primary School,2010,Vacancy,2C(S),47.0
Gan Eng Seng Primary School,2010,Applied,2C(S),53.0
Gan Eng Seng Primary School,2010,Taken,2C(S),47.0
Gan Eng Seng Primary School,2011,Vacancy,2C(S),40.0
Gan Eng Seng Primary School,2011,Applied,2C(S),48.0
Gan Eng Seng Primary School,2011,Taken,2C(S),40.0
Gan Eng Seng Primary School,2013,Vacancy,2C(S),36.0
Gan Eng Seng Primary School,2013,Applied,2C(S),38.0
Gan Eng Seng Primary School,2013,Taken,2C(S),36.0
Gan Eng Seng Primary School,2014,Vacancy,2C(S),77.0
Gan Eng Seng Primary School,2014,Applied,2C(S),68.0
Gan Eng Seng Primary School,2014,Taken,2C(S),68.0
Gan Eng Seng Primary School,2015,Vacancy,2C(S),49.0
Gan Eng Seng Primary School,2015,Applied,2C(S),37.0
Gan Eng Seng Primary School,2015,Taken,2C(S),37.0
Gan Eng Seng Primary School,2016,Vacancy,2C(S),79.0
Gan Eng Seng Primary School,2016,Applied,2C(S),17.0
Gan Eng Seng Primary School,2016,Taken,2C(S),17.0
Gan Eng Seng Primary School,2017,Vacancy,2C(S),68.0
Gan Eng Seng Primary School,2017,Applied,2C(S),20.0
Gan Eng Seng Primary School,2017,Taken,2C(S),20.0
Gan Eng Seng Primary School,2018,Vacancy,2C(S),56.0
Gan Eng Seng Primary School,2018,Applied,2C(S),43.0
Gan Eng Seng Primary School,2018,Taken,2C(S),43.0
Gan Eng Seng Primary School,2019,Vacancy,2C(S),96.0
Gan Eng Seng Primary School,2019,Applied,2C(S),33.0
Gan Eng Seng Primary School,2019,Taken,2C(S),33.0
Gan Eng Seng Primary School,2020,Vacancy,2C(S),107.0
Gan Eng Seng Primary School,2020,Applied,2C(S),51.0
Gan Eng Seng Primary School,2020,Taken,2C(S),51.0
Gan Eng Seng Primary School,2021,Vacancy,2C(S),141.0
Gan Eng Seng Primary School,2021,Applied,2C(S),18.0
Gan Eng Seng Primary School,2021,Taken,2C(S),18.0
Gan Eng Seng Primary School,2014,Vacancy,3,9
Gan Eng Seng Primary School,2015,Vacancy,3,12
Gan Eng Seng Primary School,2016,Vacancy,3,62
Gan Eng Seng Primary School,2017,Vacancy,3,48
Gan Eng Seng Primary School,2018,Vacancy,3,13
Gan Eng Seng Primary School,2019,Vacancy,3,63
Gan Eng Seng Primary School,2020,Vacancy,3,54
Gan Eng Seng Primary School,2021,Vacancy,3,119
Tampines North Primary School,2009,Taken,Phase 1,98
Tampines North Primary School,2010,Taken,Phase 1,91
Tampines North Primary School,2011,Taken,Phase 1,80
Tampines North Primary School,2012,Taken,Phase 1,72
Tampines North Primary School,2013,Taken,Phase 1,61
Tampines North Primary School,2014,Taken,Phase 1,75
Tampines North Primary School,2015,Taken,Phase 1,65
Tampines North Primary School,2016,Taken,Phase 1,58
Tampines North Primary School,2017,Taken,Phase 1,57
Tampines North Primary School,2018,Taken,Phase 1,50
Tampines North Primary School,2019,Vacancy,Phase 1,170
Tampines North Primary School,2019,Applied,Phase 1,60
Tampines North Primary School,2019,Taken,Phase 1,60
Tampines North Primary School,2020,Vacancy,Phase 1,200
Tampines North Primary School,2020,Applied,Phase 1,78
Tampines North Primary School,2020,Taken,Phase 1,78
Tampines North Primary School,2021,Vacancy,Phase 1,200
Tampines North Primary School,2021,Applied,Phase 1,74
Tampines North Primary School,2021,Taken,Phase 1,74
Tampines North Primary School,2010,Taken,2A(1),1
Tampines North Primary School,2019,Vacancy,2A(1),110
Tampines North Primary School,2020,Vacancy,2A(1),122
Tampines North Primary School,2020,Applied,2A(1),1
Tampines North Primary School,2020,Taken,2A(1),1
Tampines North Primary School,2021,Vacancy,2A(1),126
Tampines North Primary School,2009,Taken,2A(2),10
Tampines North Primary School,2010,Taken,2A(2),8
Tampines North Primary School,2011,Taken,2A(2),9
Tampines North Primary School,2012,Taken,2A(2),11
Tampines North Primary School,2013,Taken,2A(2),16
Tampines North Primary School,2014,Taken,2A(2),9
Tampines North Primary School,2015,Taken,2A(2),6
Tampines North Primary School,2016,Taken,2A(2),7
Tampines North Primary School,2017,Taken,2A(2),6
Tampines North Primary School,2018,Taken,2A(2),13
Tampines North Primary School,2019,Vacancy,2A(2),110
Tampines North Primary School,2019,Applied,2A(2),9
Tampines North Primary School,2019,Taken,2A(2),9
Tampines North Primary School,2020,Vacancy,2A(2),121
Tampines North Primary School,2020,Applied,2A(2),14
Tampines North Primary School,2020,Taken,2A(2),14
Tampines North Primary School,2021,Vacancy,2A(2),126
Tampines North Primary School,2021,Applied,2A(2),11
Tampines North Primary School,2021,Taken,2A(2),11
Tampines North Primary School,2009,Vacancy,2B,66.0
Tampines North Primary School,2009,Applied,2B,3.0
Tampines North Primary School,2009,Taken,2B,3.0
Tampines North Primary School,2010,Vacancy,2B,55.0
Tampines North Primary School,2010,Applied,2B,2.0
Tampines North Primary School,2010,Taken,2B,2.0
Tampines North Primary School,2011,Vacancy,2B,61.0
Tampines North Primary School,2012,Vacancy,2B,64.0
Tampines North Primary School,2012,Applied,2B,1.0
Tampines North Primary School,2012,Taken,2B,1.0
Tampines North Primary School,2013,Vacancy,2B,67.0
Tampines North Primary School,2013,Applied,2B,2.0
Tampines North Primary School,2013,Taken,2B,2.0
Tampines North Primary School,2014,Vacancy,2B,63.0
Tampines North Primary School,2015,Vacancy,2B,70.0
Tampines North Primary School,2016,Vacancy,2B,58.0
Tampines North Primary School,2017,Vacancy,2B,59.0
Tampines North Primary School,2018,Vacancy,2B,74.0
Tampines North Primary School,2019,Vacancy,2B,71.0
Tampines North Primary School,2020,Vacancy,2B,74.0
Tampines North Primary School,2021,Vacancy,2B,78.0
Tampines North Primary School,2009,Vacancy,2C,129.0
Tampines North Primary School,2009,Applied,2C,82.0
Tampines North Primary School,2009,Taken,2C,82.0
Tampines North Primary School,2010,Vacancy,2C,108.0
Tampines North Primary School,2010,Applied,2C,58.0
Tampines North Primary School,2010,Taken,2C,58.0
Tampines North Primary School,2011,Vacancy,2C,121.0
Tampines North Primary School,2011,Applied,2C,56.0
Tampines North Primary School,2011,Taken,2C,56.0
Tampines North Primary School,2012,Vacancy,2C,127.0
Tampines North Primary School,2012,Applied,2C,76.0
Tampines North Primary School,2012,Taken,2C,76.0
Tampines North Primary School,2013,Vacancy,2C,131.0
Tampines North Primary School,2013,Applied,2C,63.0
Tampines North Primary School,2013,Taken,2C,63.0
Tampines North Primary School,2014,Vacancy,2C,126.0
Tampines North Primary School,2014,Applied,2C,64.0
Tampines North Primary School,2014,Taken,2C,63.0
Tampines North Primary School,2015,Vacancy,2C,139.0
Tampines North Primary School,2015,Applied,2C,85.0
Tampines North Primary School,2015,Taken,2C,85.0
Tampines North Primary School,2016,Vacancy,2C,115.0
Tampines North Primary School,2016,Applied,2C,51.0
Tampines North Primary School,2016,Taken,2C,50.0
Tampines North Primary School,2017,Vacancy,2C,118.0
Tampines North Primary School,2017,Applied,2C,79.0
Tampines North Primary School,2017,Taken,2C,78.0
Tampines North Primary School,2018,Vacancy,2C,147.0
Tampines North Primary School,2018,Applied,2C,63.0
Tampines North Primary School,2018,Taken,2C,62.0
Tampines North Primary School,2019,Vacancy,2C,141.0
Tampines North Primary School,2019,Applied,2C,76.0
Tampines North Primary School,2019,Taken,2C,76.0
Tampines North Primary School,2020,Vacancy,2C,147.0
Tampines North Primary School,2020,Applied,2C,82.0
Tampines North Primary School,2020,Taken,2C,82.0
Tampines North Primary School,2021,Vacancy,2C,155.0
Tampines North Primary School,2021,Applied,2C,62.0
Tampines North Primary School,2021,Taken,2C,62.0
Tampines North Primary School,2009,Vacancy,2C(S),47
Tampines North Primary School,2009,Applied,2C(S),28
Tampines North Primary School,2009,Taken,2C(S),28
Tampines North Primary School,2010,Vacancy,2C(S),51
Tampines North Primary School,2010,Applied,2C(S),42
Tampines North Primary School,2010,Taken,2C(S),42
Tampines North Primary School,2011,Vacancy,2C(S),65
Tampines North Primary School,2011,Applied,2C(S),41
Tampines North Primary School,2011,Taken,2C(S),41
Tampines North Primary School,2012,Vacancy,2C(S),55
Tampines North Primary School,2012,Applied,2C(S),14
Tampines North Primary School,2012,Taken,2C(S),16
Tampines North Primary School,2013,Vacancy,2C(S),69
Tampines North Primary School,2013,Applied,2C(S),17
Tampines North Primary School,2013,Taken,2C(S),22
Tampines North Primary School,2014,Vacancy,2C(S),63
Tampines North Primary School,2014,Applied,2C(S),21
Tampines North Primary School,2014,Taken,2C(S),21
Tampines North Primary School,2015,Vacancy,2C(S),54
Tampines North Primary School,2015,Applied,2C(S),25
Tampines North Primary School,2015,Taken,2C(S),25
Tampines North Primary School,2016,Vacancy,2C(S),65
Tampines North Primary School,2016,Applied,2C(S),15
Tampines North Primary School,2016,Taken,2C(S),15
Tampines North Primary School,2017,Vacancy,2C(S),40
Tampines North Primary School,2017,Applied,2C(S),44
Tampines North Primary School,2017,Taken,2C(S),40
Tampines North Primary School,2018,Vacancy,2C(S),85
Tampines North Primary School,2018,Applied,2C(S),112
Tampines North Primary School,2018,Taken,2C(S),85
Tampines North Primary School,2019,Vacancy,2C(S),65
Tampines North Primary School,2019,Applied,2C(S),33
Tampines North Primary School,2019,Taken,2C(S),33
Tampines North Primary School,2020,Vacancy,2C(S),66
Tampines North Primary School,2020,Applied,2C(S),95
Tampines North Primary School,2020,Taken,2C(S),66
Tampines North Primary School,2021,Vacancy,2C(S),93
Tampines North Primary School,2021,Applied,2C(S),57
Tampines North Primary School,2021,Taken,2C(S),57
Tampines North Primary School,2009,Vacancy,3,17
Tampines North Primary School,2010,Vacancy,3,6
Tampines North Primary School,2011,Vacancy,3,24
Tampines North Primary School,2012,Vacancy,3,39
Tampines North Primary School,2013,Vacancy,3,47
Tampines North Primary School,2014,Vacancy,3,42
Tampines North Primary School,2015,Vacancy,3,29
Tampines North Primary School,2016,Vacancy,3,50
Tampines North Primary School,2019,Vacancy,3,32
Tampines North Primary School,2021,Vacancy,3,36
Wellington Primary School,2009,Taken,Phase 1,99
Wellington Primary School,2010,Taken,Phase 1,87
Wellington Primary School,2011,Taken,Phase 1,83
Wellington Primary School,2012,Taken,Phase 1,73
Wellington Primary School,2013,Taken,Phase 1,102
Wellington Primary School,2014,Taken,Phase 1,76
Wellington Primary School,2015,Taken,Phase 1,79
Wellington Primary School,2016,Taken,Phase 1,70
Wellington Primary School,2017,Taken,Phase 1,92
Wellington Primary School,2018,Taken,Phase 1,69
Wellington Primary School,2019,Vacancy,Phase 1,200
Wellington Primary School,2019,Applied,Phase 1,65
Wellington Primary School,2019,Taken,Phase 1,65
Wellington Primary School,2020,Vacancy,Phase 1,200
Wellington Primary School,2020,Applied,Phase 1,94
Wellington Primary School,2020,Taken,Phase 1,94
Wellington Primary School,2021,Vacancy,Phase 1,200
Wellington Primary School,2021,Applied,Phase 1,93
Wellington Primary School,2021,Taken,Phase 1,93
Wellington Primary School,2018,Taken,2A(1),1
Wellington Primary School,2019,Vacancy,2A(1),135
Wellington Primary School,2020,Vacancy,2A(1),106
Wellington Primary School,2021,Vacancy,2A(1),107
Wellington Primary School,2009,Taken,2A(2),3
Wellington Primary School,2010,Taken,2A(2),4
Wellington Primary School,2011,Taken,2A(2),6
Wellington Primary School,2012,Taken,2A(2),4
Wellington Primary School,2013,Taken,2A(2),6
Wellington Primary School,2014,Taken,2A(2),8
Wellington Primary School,2015,Taken,2A(2),10
Wellington Primary School,2016,Taken,2A(2),11
Wellington Primary School,2017,Taken,2A(2),10
Wellington Primary School,2018,Taken,2A(2),7
Wellington Primary School,2019,Vacancy,2A(2),135
Wellington Primary School,2019,Applied,2A(2),5
Wellington Primary School,2019,Taken,2A(2),5
Wellington Primary School,2020,Vacancy,2A(2),106
Wellington Primary School,2020,Applied,2A(2),54
Wellington Primary School,2020,Taken,2A(2),54
Wellington Primary School,2021,Vacancy,2A(2),107
Wellington Primary School,2021,Applied,2A(2),48
Wellington Primary School,2021,Taken,2A(2),48
Wellington Primary School,2009,Vacancy,2B,69.0
Wellington Primary School,2009,Applied,2B,1.0
Wellington Primary School,2009,Taken,2B,1.0
Wellington Primary School,2010,Vacancy,2B,75.0
Wellington Primary School,2010,Applied,2B,2.0
Wellington Primary School,2010,Taken,2B,2.0
Wellington Primary School,2011,Vacancy,2B,91.0
Wellington Primary School,2011,Applied,2B,1.0
Wellington Primary School,2011,Taken,2B,1.0
Wellington Primary School,2012,Vacancy,2B,97.0
Wellington Primary School,2012,Applied,2B,1.0
Wellington Primary School,2012,Taken,2B,1.0
Wellington Primary School,2013,Vacancy,2B,66.0
Wellington Primary School,2013,Applied,2B,1.0
Wellington Primary School,2013,Taken,2B,1.0
Wellington Primary School,2014,Vacancy,2B,78.0
Wellington Primary School,2015,Vacancy,2B,61.0
Wellington Primary School,2015,Applied,2B,2.0
Wellington Primary School,2015,Taken,2B,1.0
