SchoolName,Year,Category,Phase,Count
Zhenghua Primary School,2011,Vacancy,2C(S),46
Zhenghua Primary School,2011,Applied,2C(S),87
Zhenghua Primary School,2011,Taken,2C(S),46
Zhenghua Primary School,2012,Vacancy,2C(S),6
Zhenghua Primary School,2012,Applied,2C(S),20
Zhenghua Primary School,2012,Taken,2C(S),6
Zhenghua Primary School,2013,Vacancy,2C(S),45
Zhenghua Primary School,2013,Applied,2C(S),10
Zhenghua Primary School,2013,Taken,2C(S),10
Zhenghua Primary School,2014,Vacancy,2C(S),24
Zhenghua Primary School,2014,Applied,2C(S),9
Zhenghua Primary School,2014,Taken,2C(S),9
Zhenghua Primary School,2015,Vacancy,2C(S),16
Zhenghua Primary School,2015,Applied,2C(S),2
Zhenghua Primary School,2015,Taken,2C(S),2
Zhenghua Primary School,2016,Vacancy,2C(S),27
Zhenghua Primary School,2016,Applied,2C(S),10
Zhenghua Primary School,2016,Taken,2C(S),10
Zhenghua Primary School,2017,Vacancy,2C(S),28
Zhenghua Primary School,2017,Applied,2C(S),28
Zhenghua Primary School,2017,Taken,2C(S),28
Zhenghua Primary School,2018,Vacancy,2C(S),65
Zhenghua Primary School,2018,Applied,2C(S),22
Zhenghua Primary School,2018,Taken,2C(S),22
Zhenghua Primary School,2019,Vacancy,2C(S),24
Zhenghua Primary School,2019,Applied,2C(S),19
Zhenghua Primary School,2019,Taken,2C(S),19
Zhenghua Primary School,2020,Vacancy,2C(S),21
Zhenghua Primary School,2020,Applied,2C(S),23
Zhenghua Primary School,2020,Taken,2C(S),21
Zhenghua Primary School,2021,Vacancy,2C(S),32
Zhenghua Primary School,2021,Applied,2C(S),45
Zhenghua Primary School,2021,Taken,2C(S),32
Zhenghua Primary School,2013,Vacancy,3,35
Zhenghua Primary School,2014,Vacancy,3,15
Zhenghua Primary School,2015,Vacancy,3,14
Zhenghua Primary School,2016,Vacancy,3,17
Zhenghua Primary School,2018,Vacancy,3,43
Zhenghua Primary School,2019,Vacancy,3,5
Naval Base Primary School,2009,Taken,Phase 1,50
Naval Base Primary School,2010,Taken,Phase 1,43
Naval Base Primary School,2011,Taken,Phase 1,51
Naval Base Primary School,2012,Taken,Phase 1,43
Naval Base Primary School,2013,Taken,Phase 1,46
Naval Base Primary School,2014,Taken,Phase 1,38
Naval Base Primary School,2015,Taken,Phase 1,47
Naval Base Primary School,2016,Taken,Phase 1,34
Naval Base Primary School,2017,Taken,Phase 1,55
Naval Base Primary School,2018,Taken,Phase 1,91
Naval Base Primary School,2019,Vacancy,Phase 1,200
Naval Base Primary School,2019,Applied,Phase 1,69
Naval Base Primary School,2019,Taken,Phase 1,69
Naval Base Primary School,2020,Vacancy,Phase 1,240
Naval Base Primary School,2020,Applied,Phase 1,95
Naval Base Primary School,2020,Taken,Phase 1,95
Naval Base Primary School,2021,Vacancy,Phase 1,240
Naval Base Primary School,2021,Applied,Phase 1,118
Naval Base Primary School,2021,Taken,Phase 1,118
Naval Base Primary School,2009,Taken,2A(1),1
Naval Base Primary School,2019,Vacancy,2A(1),131
Naval Base Primary School,2020,Vacancy,2A(1),145
Naval Base Primary School,2021,Vacancy,2A(1),122
Naval Base Primary School,2009,Taken,2A(2),5
Naval Base Primary School,2010,Taken,2A(2),6
Naval Base Primary School,2011,Taken,2A(2),10
Naval Base Primary School,2012,Taken,2A(2),10
Naval Base Primary School,2013,Taken,2A(2),13
Naval Base Primary School,2014,Taken,2A(2),12
Naval Base Primary School,2015,Taken,2A(2),8
Naval Base Primary School,2016,Taken,2A(2),11
Naval Base Primary School,2017,Taken,2A(2),7
Naval Base Primary School,2018,Taken,2A(2),17
Naval Base Primary School,2019,Vacancy,2A(2),131
Naval Base Primary School,2019,Applied,2A(2),23
Naval Base Primary School,2019,Taken,2A(2),23
Naval Base Primary School,2020,Vacancy,2A(2),145
Naval Base Primary School,2020,Applied,2A(2),23
Naval Base Primary School,2020,Taken,2A(2),23
Naval Base Primary School,2021,Vacancy,2A(2),122
Naval Base Primary School,2021,Applied,2A(2),66
Naval Base Primary School,2021,Taken,2A(2),66
Naval Base Primary School,2009,Vacancy,2B,77.0
Naval Base Primary School,2009,Applied,2B,3.0
Naval Base Primary School,2009,Taken,2B,3.0
Naval Base Primary School,2010,Vacancy,2B,81.0
Naval Base Primary School,2011,Vacancy,2B,75.0
Naval Base Primary School,2012,Vacancy,2B,64.0
Naval Base Primary School,2012,Applied,2B,1.0
Naval Base Primary School,2012,Taken,2B,1.0
Naval Base Primary School,2013,Vacancy,2B,61.0
Naval Base Primary School,2013,Applied,2B,1.0
Naval Base Primary School,2013,Taken,2B,1.0
Naval Base Primary School,2014,Vacancy,2B,80.0
Naval Base Primary School,2015,Vacancy,2B,63.0
Naval Base Primary School,2016,Vacancy,2B,68.0
Naval Base Primary School,2017,Vacancy,2B,74.0
Naval Base Primary School,2018,Vacancy,2B,66.0
Naval Base Primary School,2019,Vacancy,2B,74.0
Naval Base Primary School,2019,Applied,2B,2.0
Naval Base Primary School,2019,Taken,2B,2.0
Naval Base Primary School,2020,Vacancy,2B,81.0
Naval Base Primary School,2020,Applied,2B,2.0
Naval Base Primary School,2020,Taken,2B,2.0
Naval Base Primary School,2021,Vacancy,2B,48.0
Naval Base Primary School,2009,Vacancy,2C,152
Naval Base Primary School,2009,Applied,2C,37
Naval Base Primary School,2009,Taken,2C,37
Naval Base Primary School,2010,Vacancy,2C,161
Naval Base Primary School,2010,Applied,2C,37
Naval Base Primary School,2010,Taken,2C,37
Naval Base Primary School,2011,Vacancy,2C,149
Naval Base Primary School,2011,Applied,2C,39
Naval Base Primary School,2011,Taken,2C,39
Naval Base Primary School,2012,Vacancy,2C,126
Naval Base Primary School,2012,Applied,2C,54
Naval Base Primary School,2012,Taken,2C,54
Naval Base Primary School,2013,Vacancy,2C,120
Naval Base Primary School,2013,Applied,2C,53
Naval Base Primary School,2013,Taken,2C,53
Naval Base Primary School,2014,Vacancy,2C,160
Naval Base Primary School,2014,Applied,2C,39
Naval Base Primary School,2014,Taken,2C,39
Naval Base Primary School,2015,Vacancy,2C,126
Naval Base Primary School,2015,Applied,2C,46
Naval Base Primary School,2015,Taken,2C,46
Naval Base Primary School,2016,Vacancy,2C,137
Naval Base Primary School,2016,Applied,2C,59
Naval Base Primary School,2016,Taken,2C,59
Naval Base Primary School,2017,Vacancy,2C,148
Naval Base Primary School,2017,Applied,2C,72
Naval Base Primary School,2017,Taken,2C,72
Naval Base Primary School,2018,Vacancy,2C,132
Naval Base Primary School,2018,Applied,2C,132
Naval Base Primary School,2018,Taken,2C,132
Naval Base Primary School,2019,Vacancy,2C,146
Naval Base Primary School,2019,Applied,2C,112
Naval Base Primary School,2019,Taken,2C,112
Naval Base Primary School,2020,Vacancy,2C,160
Naval Base Primary School,2020,Applied,2C,116
Naval Base Primary School,2020,Taken,2C,116
Naval Base Primary School,2021,Vacancy,2C,96
Naval Base Primary School,2021,Applied,2C,108
Naval Base Primary School,2021,Taken,2C,96
Naval Base Primary School,2009,Vacancy,2C(S),115
Naval Base Primary School,2009,Applied,2C(S),16
Naval Base Primary School,2009,Taken,2C(S),16
Naval Base Primary School,2010,Vacancy,2C(S),124
Naval Base Primary School,2010,Applied,2C(S),14
Naval Base Primary School,2010,Taken,2C(S),14
Naval Base Primary School,2011,Vacancy,2C(S),110
Naval Base Primary School,2011,Applied,2C(S),34
Naval Base Primary School,2011,Taken,2C(S),66
Naval Base Primary School,2012,Vacancy,2C(S),72
Naval Base Primary School,2012,Applied,2C(S),12
Naval Base Primary School,2012,Taken,2C(S),20
Naval Base Primary School,2013,Vacancy,2C(S),68
Naval Base Primary School,2013,Applied,2C(S),11
Naval Base Primary School,2013,Taken,2C(S),33
Naval Base Primary School,2014,Vacancy,2C(S),121
Naval Base Primary School,2014,Applied,2C(S),18
Naval Base Primary School,2014,Taken,2C(S),18
Naval Base Primary School,2015,Vacancy,2C(S),80
Naval Base Primary School,2015,Applied,2C(S),29
Naval Base Primary School,2015,Taken,2C(S),29
Naval Base Primary School,2016,Vacancy,2C(S),78
Naval Base Primary School,2016,Applied,2C(S),46
Naval Base Primary School,2016,Taken,2C(S),46
Naval Base Primary School,2017,Vacancy,2C(S),76
Naval Base Primary School,2017,Applied,2C(S),80
Naval Base Primary School,2017,Taken,2C(S),76
Naval Base Primary School,2019,Vacancy,2C(S),34
Naval Base Primary School,2019,Applied,2C(S),81
Naval Base Primary School,2019,Taken,2C(S),34
Naval Base Primary School,2020,Vacancy,2C(S),45
Naval Base Primary School,2020,Applied,2C(S),73
Naval Base Primary School,2020,Taken,2C(S),45
Naval Base Primary School,2009,Vacancy,3,97
Naval Base Primary School,2010,Vacancy,3,42
Naval Base Primary School,2011,Vacancy,3,44
Naval Base Primary School,2012,Vacancy,3,52
Naval Base Primary School,2013,Vacancy,3,35
Naval Base Primary School,2014,Vacancy,3,103
Naval Base Primary School,2015,Vacancy,3,51
Naval Base Primary School,2016,Vacancy,3,32
"St. Margaret’s Primary School - Girls only, Affiliated",2009,Taken,Phase 1,36
"St. Margaret’s Primary School - Girls only, Affiliated",2010,Taken,Phase 1,52
"St. Margaret’s Primary School - Girls only, Affiliated",2011,Taken,Phase 1,43
"St. Margaret’s Primary School - Girls only, Affiliated",2012,Taken,Phase 1,48
"St. Margaret’s Primary School - Girls only, Affiliated",2013,Taken,Phase 1,45
"St. Margaret’s Primary School - Girls only, Affiliated",2014,Taken,Phase 1,55
"St. Margaret’s Primary School - Girls only, Affiliated",2015,Taken,Phase 1,41
"St. Margaret’s Primary School - Girls only, Affiliated",2016,Taken,Phase 1,47
"St. Margaret’s Primary School - Girls only, Affiliated",2017,Taken,Phase 1,59
"St. Margaret’s Primary School - Girls only, Affiliated",2018,Taken,Phase 1,51
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Vacancy,Phase 1,152
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Applied,Phase 1,37
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Taken,Phase 1,37
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Vacancy,Phase 1,152
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Applied,Phase 1,44
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Taken,Phase 1,44
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Vacancy,Phase 1,152
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Applied,Phase 1,53
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Taken,Phase 1,53
"St. Margaret’s Primary School - Girls only, Affiliated",2009,Taken,2A(1),1
"St. Margaret’s Primary School - Girls only, Affiliated",2010,Taken,2A(1),5
"St. Margaret’s Primary School - Girls only, Affiliated",2011,Taken,2A(1),3
"St. Margaret’s Primary School - Girls only, Affiliated",2012,Taken,2A(1),5
"St. Margaret’s Primary School - Girls only, Affiliated",2013,Taken,2A(1),3
"St. Margaret’s Primary School - Girls only, Affiliated",2014,Taken,2A(1),1
"St. Margaret’s Primary School - Girls only, Affiliated",2015,Taken,2A(1),6
"St. Margaret’s Primary School - Girls only, Affiliated",2016,Taken,2A(1),8
"St. Margaret’s Primary School - Girls only, Affiliated",2017,Taken,2A(1),6
"St. Margaret’s Primary School - Girls only, Affiliated",2018,Taken,2A(1),10
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Vacancy,2A(1),115
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Applied,2A(1),9
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Taken,2A(1),9
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Vacancy,2A(1),108
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Applied,2A(1),7
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Taken,2A(1),7
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Vacancy,2A(1),100
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Applied,2A(1),19
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Taken,2A(1),19
"St. Margaret’s Primary School - Girls only, Affiliated",2009,Taken,2A(2),15
"St. Margaret’s Primary School - Girls only, Affiliated",2010,Taken,2A(2),14
"St. Margaret’s Primary School - Girls only, Affiliated",2011,Taken,2A(2),19
"St. Margaret’s Primary School - Girls only, Affiliated",2012,Taken,2A(2),22
"St. Margaret’s Primary School - Girls only, Affiliated",2013,Taken,2A(2),29
"St. Margaret’s Primary School - Girls only, Affiliated",2014,Taken,2A(2),21
"St. Margaret’s Primary School - Girls only, Affiliated",2015,Taken,2A(2),25
"St. Margaret’s Primary School - Girls only, Affiliated",2016,Taken,2A(2),21
"St. Margaret’s Primary School - Girls only, Affiliated",2017,Taken,2A(2),18
"St. Margaret’s Primary School - Girls only, Affiliated",2018,Taken,2A(2),17
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Vacancy,2A(2),106
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Applied,2A(2),17
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Taken,2A(2),17
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Vacancy,2A(2),101
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Applied,2A(2),17
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Taken,2A(2),17
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Vacancy,2A(2),81
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Applied,2A(2),15
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Taken,2A(2),15
"St. Margaret’s Primary School - Girls only, Affiliated",2009,Vacancy,2B,79.0
"St. Margaret’s Primary School - Girls only, Affiliated",2009,Applied,2B,31.0
"St. Margaret’s Primary School - Girls only, Affiliated",2009,Taken,2B,31.0
"St. Margaret’s Primary School - Girls only, Affiliated",2010,Vacancy,2B,70.0
"St. Margaret’s Primary School - Girls only, Affiliated",2010,Applied,2B,32.0
"St. Margaret’s Primary School - Girls only, Affiliated",2010,Taken,2B,32.0
"St. Margaret’s Primary School - Girls only, Affiliated",2011,Vacancy,2B,73.0
"St. Margaret’s Primary School - Girls only, Affiliated",2011,Applied,2B,26.0
"St. Margaret’s Primary School - Girls only, Affiliated",2011,Taken,2B,26.0
"St. Margaret’s Primary School - Girls only, Affiliated",2012,Vacancy,2B,68.0
"St. Margaret’s Primary School - Girls only, Affiliated",2012,Applied,2B,35.0
"St. Margaret’s Primary School - Girls only, Affiliated",2012,Taken,2B,35.0
"St. Margaret’s Primary School - Girls only, Affiliated",2013,Vacancy,2B,67.0
"St. Margaret’s Primary School - Girls only, Affiliated",2013,Applied,2B,58.0
"St. Margaret’s Primary School - Girls only, Affiliated",2013,Taken,2B,58.0
"St. Margaret’s Primary School - Girls only, Affiliated",2014,Vacancy,2B,67.0
"St. Margaret’s Primary School - Girls only, Affiliated",2014,Applied,2B,51.0
"St. Margaret’s Primary School - Girls only, Affiliated",2014,Taken,2B,51.0
"St. Margaret’s Primary School - Girls only, Affiliated",2015,Vacancy,2B,69.0
"St. Margaret’s Primary School - Girls only, Affiliated",2015,Applied,2B,38.0
"St. Margaret’s Primary School - Girls only, Affiliated",2015,Taken,2B,37.0
"St. Margaret’s Primary School - Girls only, Affiliated",2016,Vacancy,2B,67.0
"St. Margaret’s Primary School - Girls only, Affiliated",2016,Applied,2B,34.0
"St. Margaret’s Primary School - Girls only, Affiliated",2016,Taken,2B,29.0
"St. Margaret’s Primary School - Girls only, Affiliated",2017,Vacancy,2B,64.0
"St. Margaret’s Primary School - Girls only, Affiliated",2017,Applied,2B,32.0
"St. Margaret’s Primary School - Girls only, Affiliated",2017,Taken,2B,28.0
"St. Margaret’s Primary School - Girls only, Affiliated",2018,Vacancy,2B,61.0
"St. Margaret’s Primary School - Girls only, Affiliated",2018,Applied,2B,34.0
"St. Margaret’s Primary School - Girls only, Affiliated",2018,Taken,2B,32.0
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Vacancy,2B,65.0
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Applied,2B,22.0
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Taken,2B,22.0
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Vacancy,2B,63.0
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Applied,2B,28.0
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Taken,2B,28.0
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Vacancy,2B,54.0
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Applied,2B,16.0
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Taken,2B,16.0
"St. Margaret’s Primary School - Girls only, Affiliated",2009,Vacancy,2C,127
"St. Margaret’s Primary School - Girls only, Affiliated",2009,Applied,2C,132
"St. Margaret’s Primary School - Girls only, Affiliated",2009,Taken,2C,127
"St. Margaret’s Primary School - Girls only, Affiliated",2010,Vacancy,2C,107
"St. Margaret’s Primary School - Girls only, Affiliated",2010,Applied,2C,130
"St. Margaret’s Primary School - Girls only, Affiliated",2010,Taken,2C,107
"St. Margaret’s Primary School - Girls only, Affiliated",2011,Vacancy,2C,120
"St. Margaret’s Primary School - Girls only, Affiliated",2011,Applied,2C,137
"St. Margaret’s Primary School - Girls only, Affiliated",2011,Taken,2C,120
"St. Margaret’s Primary School - Girls only, Affiliated",2012,Vacancy,2C,100
"St. Margaret’s Primary School - Girls only, Affiliated",2012,Applied,2C,127
"St. Margaret’s Primary School - Girls only, Affiliated",2012,Taken,2C,100
"St. Margaret’s Primary School - Girls only, Affiliated",2013,Vacancy,2C,75
"St. Margaret’s Primary School - Girls only, Affiliated",2013,Applied,2C,94
"St. Margaret’s Primary School - Girls only, Affiliated",2013,Taken,2C,75
"St. Margaret’s Primary School - Girls only, Affiliated",2014,Vacancy,2C,82
"St. Margaret’s Primary School - Girls only, Affiliated",2014,Applied,2C,95
"St. Margaret’s Primary School - Girls only, Affiliated",2014,Taken,2C,82
"St. Margaret’s Primary School - Girls only, Affiliated",2015,Vacancy,2C,101
"St. Margaret’s Primary School - Girls only, Affiliated",2015,Applied,2C,110
"St. Margaret’s Primary School - Girls only, Affiliated",2015,Taken,2C,101
"St. Margaret’s Primary School - Girls only, Affiliated",2016,Vacancy,2C,105
"St. Margaret’s Primary School - Girls only, Affiliated",2016,Applied,2C,81
"St. Margaret’s Primary School - Girls only, Affiliated",2016,Taken,2C,81
"St. Margaret’s Primary School - Girls only, Affiliated",2017,Vacancy,2C,99
"St. Margaret’s Primary School - Girls only, Affiliated",2017,Applied,2C,111
"St. Margaret’s Primary School - Girls only, Affiliated",2017,Taken,2C,99
"St. Margaret’s Primary School - Girls only, Affiliated",2018,Vacancy,2C,90
"St. Margaret’s Primary School - Girls only, Affiliated",2018,Applied,2C,99
"St. Margaret’s Primary School - Girls only, Affiliated",2018,Taken,2C,90
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Vacancy,2C,108
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Applied,2C,82
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Taken,2C,82
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Vacancy,2C,97
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Applied,2C,98
"St. Margaret’s Primary School - Girls only, Affiliated",2020,Taken,2C,97
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Vacancy,2C,91
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Applied,2C,110
"St. Margaret’s Primary School - Girls only, Affiliated",2021,Taken,2C,91
"St. Margaret’s Primary School - Girls only, Affiliated",2016,Vacancy,2C(S),24
"St. Margaret’s Primary School - Girls only, Affiliated",2016,Applied,2C(S),19
"St. Margaret’s Primary School - Girls only, Affiliated",2016,Taken,2C(S),19
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Vacancy,2C(S),26
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Applied,2C(S),35
"St. Margaret’s Primary School - Girls only, Affiliated",2019,Taken,2C(S),26
"St. Margaret’s Primary School - Girls only, Affiliated",2016,Vacancy,3,5
Ai Tong School,2009,Taken,Phase 1,144
Ai Tong School,2010,Taken,Phase 1,149
Ai Tong School,2011,Taken,Phase 1,144
Ai Tong School,2012,Taken,Phase 1,150
Ai Tong School,2013,Taken,Phase 1,170
Ai Tong School,2014,Taken,Phase 1,138
Ai Tong School,2015,Taken,Phase 1,158
Ai Tong School,2016,Taken,Phase 1,122
Ai Tong School,2017,Taken,Phase 1,138
Ai Tong School,2018,Taken,Phase 1,165
Ai Tong School,2019,Vacancy,Phase 1,260
Ai Tong School,2019,Applied,Phase 1,121
Ai Tong School,2019,Taken,Phase 1,121
Ai Tong School,2020,Vacancy,Phase 1,260
Ai Tong School,2020,Applied,Phase 1,143
Ai Tong School,2020,Taken,Phase 1,143
Ai Tong School,2021,Vacancy,Phase 1,260
Ai Tong School,2021,Applied,Phase 1,147
Ai Tong School,2021,Taken,Phase 1,147
Ai Tong School,2009,Taken,2A(1),29
Ai Tong School,2010,Taken,2A(1),34
Ai Tong School,2011,Taken,2A(1),39
Ai Tong School,2012,Taken,2A(1),60
Ai Tong School,2013,Taken,2A(1),76
Ai Tong School,2014,Taken,2A(1),82
Ai Tong School,2015,Taken,2A(1),98
Ai Tong School,2016,Taken,2A(1),94
Ai Tong School,2017,Taken,2A(1),97
Ai Tong School,2018,Taken,2A(1),109
Ai Tong School,2019,Vacancy,2A(1),139
Ai Tong School,2019,Applied,2A(1),84
Ai Tong School,2019,Taken,2A(1),84
Ai Tong School,2020,Vacancy,2A(1),117
Ai Tong School,2020,Applied,2A(1),110
Ai Tong School,2020,Taken,2A(1),110
Ai Tong School,2021,Vacancy,2A(1),113
Ai Tong School,2021,Applied,2A(1),113
Ai Tong School,2021,Taken,2A(1),113
Ai Tong School,2009,Taken,2A(2),68
Ai Tong School,2010,Taken,2A(2),73
Ai Tong School,2011,Taken,2A(2),107
Ai Tong School,2012,Taken,2A(2),80
Ai Tong School,2013,Taken,2A(2),69
Ai Tong School,2014,Taken,2A(2),49
Ai Tong School,2015,Taken,2A(2),34
Ai Tong School,2016,Taken,2A(2),44
Ai Tong School,2017,Taken,2A(2),37
Ai Tong School,2018,Taken,2A(2),15
Ai Tong School,2019,Vacancy,2A(2),55
Ai Tong School,2019,Applied,2A(2),36
Ai Tong School,2019,Taken,2A(2),36
Ai Tong School,2020,Vacancy,2A(2),9
Ai Tong School,2020,Applied,2A(2),29
Ai Tong School,2020,Taken,2A(2),9
Ai Tong School,2009,Vacancy,2B,45
Ai Tong School,2009,Applied,2B,65
Ai Tong School,2009,Taken,2B,45
Ai Tong School,2010,Vacancy,2B,37
Ai Tong School,2010,Applied,2B,56
Ai Tong School,2010,Taken,2B,37
Ai Tong School,2011,Vacancy,2B,20
Ai Tong School,2011,Applied,2B,61
Ai Tong School,2011,Taken,2B,20
Ai Tong School,2012,Vacancy,2B,20
Ai Tong School,2012,Applied,2B,49
Ai Tong School,2012,Taken,2B,20
Ai Tong School,2013,Vacancy,2B,8
Ai Tong School,2013,Applied,2B,25
Ai Tong School,2013,Taken,2B,8
Ai Tong School,2014,Vacancy,2B,31
Ai Tong School,2014,Applied,2B,37
Ai Tong School,2014,Taken,2B,31
Ai Tong School,2015,Vacancy,2B,20
Ai Tong School,2015,Applied,2B,28
Ai Tong School,2015,Taken,2B,18
Ai Tong School,2016,Vacancy,2B,35
Ai Tong School,2016,Applied,2B,36
Ai Tong School,2016,Taken,2B,33
Ai Tong School,2017,Vacancy,2B,29
Ai Tong School,2017,Applied,2B,35
Ai Tong School,2017,Taken,2B,25
Ai Tong School,2018,Vacancy,2B,21
Ai Tong School,2018,Applied,2B,28
Ai Tong School,2018,Taken,2B,19
Ai Tong School,2019,Vacancy,2B,31
Ai Tong School,2019,Applied,2B,32
Ai Tong School,2019,Taken,2B,31
Ai Tong School,2020,Vacancy,2B,20
Ai Tong School,2020,Applied,2B,27
Ai Tong School,2020,Taken,2B,20
Ai Tong School,2021,Vacancy,2B,20
Ai Tong School,2021,Applied,2B,38
Ai Tong School,2021,Taken,2B,20
Ai Tong School,2009,Vacancy,2C,48
Ai Tong School,2009,Applied,2C,64
Ai Tong School,2009,Taken,2C,48
Ai Tong School,2010,Vacancy,2C,37
Ai Tong School,2010,Applied,2C,68
Ai Tong School,2010,Taken,2C,37
Ai Tong School,2011,Vacancy,2C,20
Ai Tong School,2011,Applied,2C,68
Ai Tong School,2011,Taken,2C,20
Ai Tong School,2012,Vacancy,2C,20
Ai Tong School,2012,Applied,2C,58
Ai Tong School,2012,Taken,2C,20
Ai Tong School,2013,Vacancy,2C,7
Ai Tong School,2013,Applied,2C,38
Ai Tong School,2013,Taken,2C,7
Ai Tong School,2014,Vacancy,2C,30
Ai Tong School,2014,Applied,2C,49
Ai Tong School,2014,Taken,2C,30
Ai Tong School,2015,Vacancy,2C,22
Ai Tong School,2015,Applied,2C,44
Ai Tong School,2015,Taken,2C,22
Ai Tong School,2016,Vacancy,2C,37
Ai Tong School,2016,Applied,2C,56
Ai Tong School,2016,Taken,2C,37
Ai Tong School,2017,Vacancy,2C,33
Ai Tong School,2017,Applied,2C,45
Ai Tong School,2017,Taken,2C,33
Ai Tong School,2018,Vacancy,2C,22
Ai Tong School,2018,Applied,2C,60
Ai Tong School,2018,Taken,2C,22
Ai Tong School,2019,Vacancy,2C,30
Ai Tong School,2019,Applied,2C,55
Ai Tong School,2019,Taken,2C,30
Ai Tong School,2020,Vacancy,2C,20
Ai Tong School,2020,Applied,2C,64
Ai Tong School,2020,Taken,2C,20
Ai Tong School,2021,Vacancy,2C,20
Ai Tong School,2021,Applied,2C,66
Ai Tong School,2021,Taken,2C,20
Nan Chiau Primary School,2009,Taken,Phase 1,125
Nan Chiau Primary School,2010,Taken,Phase 1,131
Nan Chiau Primary School,2011,Taken,Phase 1,124
Nan Chiau Primary School,2012,Taken,Phase 1,148
Nan Chiau Primary School,2013,Taken,Phase 1,147
Nan Chiau Primary School,2014,Taken,Phase 1,120
Nan Chiau Primary School,2015,Taken,Phase 1,136
Nan Chiau Primary School,2016,Taken,Phase 1,123
Nan Chiau Primary School,2017,Taken,Phase 1,125
Nan Chiau Primary School,2018,Taken,Phase 1,142
Nan Chiau Primary School,2019,Vacancy,Phase 1,260
Nan Chiau Primary School,2019,Applied,Phase 1,144
Nan Chiau Primary School,2019,Taken,Phase 1,144
Nan Chiau Primary School,2020,Vacancy,Phase 1,260
Nan Chiau Primary School,2020,Applied,Phase 1,118
Nan Chiau Primary School,2020,Taken,Phase 1,118
Nan Chiau Primary School,2021,Vacancy,Phase 1,260
Nan Chiau Primary School,2021,Applied,Phase 1,134
Nan Chiau Primary School,2021,Taken,Phase 1,134
Nan Chiau Primary School,2009,Taken,2A(1),2
Nan Chiau Primary School,2010,Taken,2A(1),8
Nan Chiau Primary School,2011,Taken,2A(1),4
Nan Chiau Primary School,2012,Taken,2A(1),6
Nan Chiau Primary School,2013,Taken,2A(1),15
Nan Chiau Primary School,2014,Taken,2A(1),12
Nan Chiau Primary School,2015,Taken,2A(1),16
Nan Chiau Primary School,2016,Taken,2A(1),11
Nan Chiau Primary School,2017,Taken,2A(1),12
Nan Chiau Primary School,2018,Taken,2A(1),20
Nan Chiau Primary School,2019,Vacancy,2A(1),116
Nan Chiau Primary School,2019,Applied,2A(1),12
Nan Chiau Primary School,2019,Taken,2A(1),12
Nan Chiau Primary School,2020,Vacancy,2A(1),142
Nan Chiau Primary School,2020,Applied,2A(1),14
Nan Chiau Primary School,2020,Taken,2A(1),14
Nan Chiau Primary School,2021,Vacancy,2A(1),126
Nan Chiau Primary School,2021,Applied,2A(1),20
Nan Chiau Primary School,2021,Taken,2A(1),20
Nan Chiau Primary School,2009,Taken,2A(2),24
Nan Chiau Primary School,2010,Taken,2A(2),31
Nan Chiau Primary School,2011,Taken,2A(2),36
